	author_title	isbn	list_date	num_wks_on_list	rank_last_wk	rank_this_wk
41	David Baldacci**HELL'S CORNER	9780446571418	2011-07-16	0	0.0	19.0
42	Jennifer Weiner**THEN CAME YOU	9781451617740	2011-07-16	1	0.0	4.0
43	Tess Gerritsen**THE SILENT GIRL	9780345526601	2011-07-16	2	4.0	15.0
44	S J Watson**BEFORE I GO TO SLEEP	9780062060570	2011-07-16	2	0.0	7.0
45	Janet Evanovich**SMOKIN’ SEVENTEEN	9780345527691	2011-07-16	4	3.0	8.0
46	George R R Martin**A STORM OF SWORDS	9780553897876	2011-07-16	0	0.0	16.0
47	James Patterson and Michael Ledwidge**NOW YOU SEE HER	9780316127233	2011-07-16	3	2.0	3.0
48	George R R Martin**A FEAST FOR CROWS	9780553900323	2011-07-16	0	0.0	18.0
49	George R R Martin**A CLASH OF KINGS	9780553897852	2011-07-16	6	10.0	10.0
50	Tom Clancy with Peter Telep**AGAINST ALL ENEMIES	9781101536872	2011-07-16	0	0.0	17.0
51	George R R Martin**A GAME OF THRONES	9780553897845	2011-07-16	14	6.0	5.0
52	Sara Gruen**WATER FOR ELEPHANTS	9781565125858	2011-07-16	25	8.0	12.0
53	Iris Johansen**QUINN	9781429987530	2011-07-16	1	0.0	6.0
54	Michael Connelly**THE BLACK ECHO	9780759525771	2011-07-16	3	5.0	11.0
55	George R R Martin**A DANCE WITH DRAGONS	9780553801477	2011-07-16	1	0.0	1.0
56	Kathryn Stockett**THE HELP	9781440697661	2011-07-16	22	1.0	2.0
57	Ann Patchett**STATE OF WONDER	9780062049827	2011-07-16	6	9.0	9.0
58	J Courtney Sullivan**MAINE	9780307596819	2011-07-16	0	0.0	20.0
59	Emma Donoghue**ROOM	9780316098328	2011-07-16	10	12.0	14.0
60	Tatiana de Rosnay**SARAH’S KEY	9781429985215	2011-08-20	5	9.0	4.0
61	John Grisham**THE CONFESSION	9780440245117	2011-08-20	9	10.0	9.0
62	Emma Donoghue**ROOM	9780316098328	2011-08-20	0	0.0	20.0
63	J A Jance**UNTIL PROVEN GUILTY	9780061758225	2011-08-20	3	4.0	11.0
64	Lee Child**SECOND SON	9780345529725	2011-08-20	1	0.0	2.0
65	Abraham Verghese**CUTTING FOR STONE	9780375714368	2011-08-20	0	0.0	18.0
66	Terry Goodkind**THE OMEN MACHINE	9780765327727	2011-08-20	1	0.0	12.0
67	James Patterson and Michael Ledwidge**NOW YOU SEE HER	9780316127233	2011-08-20	8	3.0	5.0
68	George R R Martin**A CLASH OF KINGS	9780553897852	2011-08-20	9	0.0	15.0
69	Darcie Chan**THE MILL RIVER RECLUSE	A00B0051PRFLQ	2011-08-20	0	0.0	19.0
70	Michael Prescott**STEALING FACES	A00B00547KH66	2011-08-20	2	13.0	13.0
71	George R R Martin**A DANCE WITH DRAGONS	9780553801477	2011-08-20	6	7.0	6.0
72	Sara Gruen**WATER FOR ELEPHANTS	9781565125858	2011-08-20	30	14.0	10.0
73	Daniel Silva**PORTRAIT OF A SPY	9780062072191	2011-08-20	0	0.0	16.0
74	Brad Thor**FULL BLACK	9781416586760	2011-08-20	4	8.0	14.0
75	George R R Martin**A GAME OF THRONES	9780553897845	2011-08-20	19	6.0	8.0
76	Kathryn Stockett**THE HELP	9781440697661	2011-08-20	27	1.0	1.0
77	Julie Garwood**THE IDEAL MAN	9781101535523	2011-08-20	0	0.0	17.0
78	Nicholas Sparks**SAFE HAVEN	9780446547604	2011-08-20	3	11.0	7.0
79	David Nicholls**ONE DAY	9780307739308	2011-08-20	3	5.0	3.0
80	R L Mathewson**DOUBLE DARE	9780988573239	2015-05-02	1	0.0	15.0
81	Paula Hawkins**THE GIRL ON THE TRAIN	9780698185395	2015-05-02	16	2.0	2.0
82	Sara Gruen**AT THE WATER'S EDGE	9780812997897	2015-05-02	0	0.0	20.0
83	Greg Iles**THE BONE TREE	9780062311146	2015-05-02	2	3.0	10.0
84	Diana Gabaldon**OUTLANDER	9780440335160	2015-05-02	17	11.0	14.0
85	Lee Child**PERSONAL	9780804178754	2015-05-02	0	0.0	19.0
86	Nora Roberts**THE LIAR	9780698161351	2015-05-02	3	5.0	5.0
87	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE	9781476746609	2015-05-02	33	4.0	4.0
88	Susan Mallery**HOLD ME	9781460380697	2015-05-02	1	0.0	6.0
89	Elle Kennedy**THE MISTAKE	9780994054418	2015-05-02	1	0.0	11.0
90	Lisa Scottoline**EVERY FIFTEEN MINUTES	9781466874619	2015-05-02	0	0.0	18.0
91	Iris Johansen**YOUR NEXT BREATH	9781250020079	2015-05-02	1	0.0	7.0
92	Nicholas Sparks**THE LONGEST RIDE	9781455520664	2015-05-02	25	8.0	12.0
93	Kristin Hannah**THE NIGHTINGALE	9781466850606	2015-05-02	13	10.0	8.0
94	Toni Morrison**GOD HELP THE CHILD	9780307594174	2015-05-02	0	0.0	16.0
95	David Baldacci**MEMORY MAN	9781455586387	2015-05-02	2	1.0	3.0
96	Jessica Wood**PROMISE OF FOREVER	9781940285122	2015-05-02	0	0.0	17.0
97	John Sandford**GATHERING PREY	9780698152519	2015-05-02	1	0.0	1.0
98	Harlan Coben**THE STRANGER	9780698186200	2015-05-02	6	6.0	9.0
99	Denise Grover Swank**THIRTY-FOUR AND A HALF PREDICAMENTS	9781939996268	2015-05-02	1	0.0	13.0
100	Stuart Woods**BEL-AIR DEAD	9781101513910	2011-04-30	1	0.0	9.0
101	Stieg Larsson**THE GIRL WHO KICKED THE HORNET’S NEST	9780307593672	2011-04-30	0	0.0	18.0
102	Nora Roberts**THE SEARCH	9780515149487	2011-04-30	0	0.0	19.0
103	Emily Giffin**SOMETHING BORROWED	9781429904605	2011-04-30	3	3.0	2.0
104	Jean M Auel**THE LAND OF PAINTED CAVES	9780517580516	2011-04-30	0	0.0	16.0
105	Christine Feehan**SAVAGE NATURE	9780515149333	2011-04-30	1	0.0	8.0
106	Sherryl Woods**MOONLIGHT COVE	9780778329794	2011-04-30	1	0.0	12.0
107	Michael Connelly**THE FIFTH WITNESS	9780316069380	2011-04-30	4	7.0	7.0
108	Lee Child**WORTH DYING FOR	9780440246299	2011-04-30	0	0.0	20.0
109	Paula McLain**THE PARIS WIFE	9780345521323	2011-04-30	8	15.0	14.0
110	Michael Connelly**THE LINCOLN LAWYER	9780759514713	2011-04-30	8	6.0	6.0
111	George R R Martin**A GAME OF THRONES	9780553897845	2011-04-30	3	5.0	5.0
112	Sara Gruen**WATER FOR ELEPHANTS	9781616200817	2011-04-30	14	1.0	1.0
113	Mary Higgins Clark**I’LL WALK ALONE	9781439186794	2011-04-30	4	12.0	15.0
114	Sherrilyn Kenyon**BORN OF SHADOWS	9780446573245	2011-04-30	0	0.0	17.0
115	Nora Roberts**CHASING FIRE	9781101513781	2011-04-30	3	9.0	10.0
116	David Baldacci**THE SIXTH MAN	9780446573078	2011-04-30	2	2.0	3.0
117	Rachel Gibson**ANY MAN OF MINE	9780062079169	2011-04-30	1	0.0	13.0
118	Debbie Macomber**A TURN IN THE ROAD	9781459201521	2011-04-30	1	0.0	11.0
119	Kathryn Stockett**THE HELP	9780425232200	2011-04-30	11	4.0	4.0
120	Debbie Macomber**THE INN AT ROSE HARBOR	9780345535115	2015-05-09	5	0.0	12.0
121	Charlaine Harris**DAY SHIFT	9781101598818	2015-05-09	0	0.0	20.0
122	Paula Hawkins**THE GIRL ON THE TRAIN	9780698185395	2015-05-09	17	2.0	2.0
123	Nora Roberts**THE LIAR	9780698161351	2015-05-09	4	5.0	7.0
124	Greg Iles**THE BONE TREE	9780062311146	2015-05-09	3	10.0	11.0
125	Kate Atkinson**A GOD IN RUINS	9780316341554	2015-05-09	1	0.0	9.0
126	Christine Feehan**CAT'S LAIR	9780698180512	2015-05-09	1	0.0	6.0
127	Janet Evanovich**WICKED BUSINESS	9780345527783	2015-05-09	4	0.0	13.0
128	Diana Gabaldon**OUTLANDER	9780440335160	2015-05-09	0	0.0	17.0
129	Lisa Scottoline**EVERY FIFTEEN MINUTES	9781466874619	2015-05-09	0	0.0	18.0
130	Lee Child**PERSONAL	9780804178754	2015-05-09	9	0.0	15.0
131	David Baldacci**MEMORY MAN	9781455586387	2015-05-09	3	3.0	3.0
132	Kristin Hannah**THE NIGHTINGALE	9781466850606	2015-05-09	14	8.0	8.0
133	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE	9781476746586	2015-05-09	34	4.0	4.0
134	John Lescroart**THE FALL	9781476709239	2015-05-09	1	0.0	10.0
135	Helena Hunting**PUCKED	9780993800146	2015-05-09	0	0.0	16.0
136	John Sandford**GATHERING PREY	9780698152519	2015-05-09	2	1.0	5.0
137	Jodi Picoult**LEAVING TIME	9780345544940	2015-05-09	0	0.0	19.0
138	Harlan Coben**THE STRANGER	9780698186200	2015-05-09	7	9.0	14.0
139	James Patterson and Maxine Paetro**14TH DEADLY SIN	9780316408769	2015-05-09	1	0.0	1.0
140	Paula Hawkins**THE GIRL ON THE TRAIN	9781594634024	2016-08-13	77	3.0	2.0
141	Susan Wiggs**FAMILY TREE	9780062425478	2016-08-13	0	0.0	18.0
142	Daniel Silva**THE BLACK WIDOW	9780062320247	2016-08-13	5	11.0	14.0
143	Diana Gabaldon**OUTLANDER	9780440335160	2016-08-13	20	0.0	7.0
144	Colson Whitehead**THE UNDERGROUND RAILROAD	9780385542364	2016-08-13	2	6.0	3.0
145	Debbie Macomber**SWEET TOMORROWS	9780553391831	2016-08-13	0	0.0	17.0
146	Colleen Hoover**IT ENDS WITH US	9781501110375	2016-08-13	0	0.0	20.0
147	Jojo Moyes**AFTER YOU	9780143108863	2016-08-13	16	14.0	12.0
148	John Grisham**ROGUE LAWYER	9780553393484	2016-08-13	17	8.0	8.0
149	Fredrik Backman**A MAN CALLED OVE	9781476738024	2016-08-13	12	0.0	10.0
150	Catherine Coulter**INSIDIOUS	9781501150319	2016-08-13	1	0.0	1.0
151	J A Jance**RANDOM ACTS	9780062499042	2016-08-13	1	0.0	9.0
152	Liane Moriarty**TRULY MADLY GUILTY	9781250069818	2016-08-13	3	4.0	4.0
153	James Patterson and Michael Ledwidge**BULLSEYE	9780316284554	2016-08-13	2	1.0	5.0
154	Jojo Moyes**ME BEFORE YOU	9780143130154	2016-08-13	28	13.0	15.0
155	Joanna Wylde**REAPER'S FIRE	9781101988978	2016-08-13	0	0.0	19.0
156	Philippa Gregory**THREE SISTERS, THREE QUEENS	9781476758756	2016-08-13	1	0.0	6.0
157	Ruth Ware**THE WOMAN IN CABIN 10	9781501132940	2016-08-13	2	0.0	13.0
158	Kristen Pro**CLOSE TO YOU	9780062434784	2016-08-13	1	0.0	11.0
159	Nicholas Sparks**SEE ME	9781455520626	2016-08-13	0	0.0	16.0
160	Whitney Gracia Williams**REASONABLE DOUBT	9780990317005	2014-04-12	0	0.0	18.0
161	Kristen Ashley**THE WILL	A00B00HYIF9FW	2014-04-12	1	0.0	11.0
162	John Grisham**SYCAMORE ROW	9780385537926	2014-04-12	0	0.0	19.0
163	Lee Child**NEVER GO BACK	9780440246329	2014-04-12	8	15.0	15.0
164	Sue Monk Kidd**THE INVENTION OF WINGS	9780698175242	2014-04-12	14	11.0	13.0
165	Laurelin Paige**THE FIXED TRILOGY	9780991379644	2014-04-12	4	3.0	2.0
166	Stuart Woods**CARNAL CURIOSITY	9781101615898	2014-04-12	1	0.0	1.0
167	Liane Moriarty**THE HUSBAND'S SECRET	9781101636237	2014-04-12	34	9.0	10.0
168	Nora Roberts**SHADOW SPELL	9780698140271	2014-04-12	3	4.0	6.0
169	Philippa Gregory**THE BOLEYN INHERITANCE	9780743298544	2014-04-12	0	0.0	16.0
170	Lisa Scottoline**KEEP QUIET	9781466842045	2014-04-12	1	0.0	7.0
171	James Patterson and Marshall Karp**NYPD RED 2	9780316211246	2014-04-12	3	6.0	4.0
172	Wiley Cash**A LAND MORE KIND THAN HOME	9780062088246	2014-04-12	1	0.0	12.0
173	Christina Baker Kline**ORPHAN TRAIN	9780062101204	2014-04-12	12	8.0	8.0
174	J R Ward**THE KING	9781101602188	2014-04-12	0	0.0	17.0
175	Donna Tartt**THE GOLDFINCH	9780316248679	2014-04-12	25	7.0	9.0
176	Mary Higgins Clark**I'VE GOT YOU UNDER MY SKIN	9781476749105	2014-04-12	2	2.0	5.0
177	Harlan Coben**MISSING YOU	9780698148635	2014-04-12	4	5.0	3.0
178	Brian McGilloway**LITTLE GIRL LOST	9780062336583	2014-04-12	0	0.0	20.0
179	George R R Martin**A GAME OF THRONES	9780553897845	2014-04-12	41	0.0	14.0
180	Gillian Flynn**GONE GIRL	9780307588371	2014-05-17	77	6.0	5.0
181	Jo Nesbo**THE SON	9780385351386	2014-05-17	1	0.0	13.0
182	James Patterson and Maxine Paetro**UNLUCKY 13	9780316211284	2014-05-17	2	1.0	1.0
183	Jim Butcher**STORM FRONT	9781101128657	2014-05-17	1	0.0	14.0
184	Jim Butcher**GRAVE PERIL	9781440653902	2014-05-17	0	0.0	19.0
185	Nora Roberts**THE COLLECTOR	9781101617281	2014-05-17	5	9.0	10.0
186	Craig Johnson**ANY OTHER NAME	9780698163539	2014-05-17	1	0.0	9.0
187	John Sandford**FIELD OF PREY	9781101597781	2014-05-17	2	2.0	2.0
188	Liane Moriarty**THE HUSBAND'S SECRET	9781101636237	2014-05-17	38	0.0	15.0
189	Greg Iles**NATCHEZ BURNING	9780062311108	2014-05-17	3	8.0	8.0
190	Nicholas Sparks**THE LONGEST RIDE	9781455520640	2014-05-17	0	0.0	20.0
191	Jim Butcher**FOOL MOON	9781440631696	2014-05-17	0	0.0	17.0
192	David Baldacci**THE TARGET	9781455521234	2014-05-17	4	3.0	3.0
193	Lauren Blakely**AFTER THIS NIGHT	A00B00JG8FMT6	2014-05-17	0	0.0	16.0
194	Donna Tartt**THE GOLDFINCH	9780316248679	2014-05-17	30	4.0	4.0
195	Dan Brown**INFERNO	9781400079155	2014-05-17	25	11.0	7.0
196	Jeffery Deaver**THE SKIN COLLECTOR	9781455517114	2014-05-17	1	0.0	6.0
197	James Rollins and Grant Blackwood**THE KILL SWITCH	9780062135285	2014-05-17	1	0.0	12.0
198	Christina Baker Kline**ORPHAN TRAIN	9780062101204	2014-05-17	17	13.0	11.0
199	George R R Martin**A GAME OF THRONES	9780553897845	2014-05-17	0	0.0	18.0
200	Brad Thor**CODE OF CONDUCT	9781476717173	2015-07-18	2	4.0	8.0
201	Paula Hawkins**THE GIRL ON THE TRAIN	9780698185395	2015-07-18	27	2.0	3.0
202	Catherine Coulter**NEMESIS	9780698164895	2015-07-18	2	3.0	12.0
203	Jessica Knoll**LUCKIEST GIRL ALIVE	9781476789651	2015-07-18	10	11.0	13.0
204	Andy Weir**THE MARTIAN	9780804139038	2015-07-18	8	8.0	7.0
205	Jennifer Ashley**BAD WOLF	9781941229651	2015-07-18	0	0.0	19.0
206	Susan Wiggs**SUMMER AT WILLOW LAKE	9781459247901	2015-07-18	0	0.0	16.0
207	Stephen King**FINDERS KEEPERS	9781501100130	2015-07-18	0	0.0	20.0
208	Harper Lee**GO SET A WATCHMAN	9780062409850	2015-07-18	1	0.0	1.0
209	Elin Hilderbrand**THE RUMOR	9780316334501	2015-07-18	5	10.0	10.0
210	James Patterson and Howard Roughan**TRUTH OR DIE	9780316408738	2015-07-18	4	13.0	14.0
211	Stuart Woods**NAKED GREED	9781101664247	2015-07-18	1	0.0	6.0
212	E L James**GREY	9781101946350	2015-07-18	5	1.0	2.0
213	Daniel Silva**THE ENGLISH SPY	9780062320155	2015-07-18	3	6.0	9.0
214	Kristin Hannah**THE NIGHTINGALE	9781466850606	2015-07-18	24	12.0	11.0
215	Iris Johansen and Roy Johansen**THE NAKED EYE	9781250020550	2015-07-18	0	0.0	18.0
216	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE	9781476746586	2015-07-18	44	7.0	5.0
217	Ernest Cline**ARMADA	9780804137256	2015-07-18	1	0.0	4.0
218	Judy Blume**IN THE UNLIKELY EVENT	9781101875056	2015-07-18	0	0.0	17.0
219	Gillian Flynn**DARK PLACES	9780307459923	2015-07-18	14	0.0	15.0
220	Gillian Flynn**GONE GIRL	9780307588388	2015-01-10	111	2.0	2.0
221	Stuart Woods**INSATIABLE APPETITES	9780698154155	2015-01-10	1	0.0	3.0
222	Colleen Hoover and Tarryn Fisher**NEVER NEVER	A00B00RZVNDSS	2015-01-10	0	0.0	16.0
223	Alan Bradley**AS CHIMNEY SWEEPERS COME TO DUST	9780345539953	2015-01-10	0	0.0	17.0
224	Pierce Brown**GOLDEN SON	9780345539823	2015-01-10	1	0.0	9.0
225	Andy Weir**THE MARTIAN	9780804139038	2015-01-10	0	0.0	20.0
226	J S Cooper and Helen Cooper**ONE NIGHT STAND	9781940218335	2015-01-10	1	0.0	5.0
227	Liane Moriarty**BIG LITTLE LIES	9780698138636	2015-01-10	18	3.0	4.0
228	Jayne Ann Krentz**TRUST NO ONE	9781101621004	2015-01-10	1	0.0	8.0
229	David Baldacci**THE ESCAPE	9781455521272	2015-01-10	8	6.0	7.0
230	Michael Connelly**THE BURNING ROOM	9780316225922	2015-01-10	10	7.0	12.0
231	James Patterson**HOPE TO DIE	9780316210942	2015-01-10	7	8.0	11.0
232	Karina Halle**THE PACT	9781311179036	2015-01-10	2	9.0	13.0
233	Christina Baker Kline**ORPHAN TRAIN	9780062101204	2015-01-10	0	0.0	19.0
234	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE	9781476746609	2015-01-10	17	1.0	1.0
235	E L James**FIFTY SHADES OF GREY	9781612130293	2015-01-10	72	15.0	10.0
236	Lisa Genova**STILL ALICE	9781439157039	2015-01-10	1	0.0	14.0
237	Gillian Flynn**DARK PLACES	9780307459923	2015-01-10	10	11.0	15.0
238	Bernard Cornwell**THE EMPTY THRONE	9780062250742	2015-01-10	0	0.0	18.0
239	John Grisham**GRAY MOUNTAIN	9780385539166	2015-01-10	12	5.0	6.0
240	Gillian Flynn**GONE GIRL	9780307588388	2013-04-13	45	9.0	11.0
241	Ron Carr**THE WANDERER	9781460309674	2013-04-13	3	14.0	14.0
242	H M Ward**DAMAGED	9780985547325	2013-04-13	1	0.0	6.0
243	Maya Banks**FEVER	9781101620380	2013-04-13	2	2.0	12.0
244	Robert Jordan and Brandon Sanderson**A MEMORY OF LIGHT	9781429997171	2013-04-13	3	0.0	8.0
245	Stuart Woods**UNINTENDED CONSEQUENCES	9781101621202	2013-04-13	1	0.0	3.0
246	Jasinda Wilder**FALLING INTO YOU	A00B00BUPMC8C	2013-04-13	4	8.0	9.0
247	Jodi Picoult**THE STORYTELLER	9781439149706	2013-04-13	7	7.0	10.0
248	Jamie McGuire**WALKING DISASTER	9781476712994	2013-04-13	2	1.0	15.0
249	Harlan Coben**SIX YEARS	9781101611029	2013-04-13	4	4.0	4.0
250	Elizabeth Strout**THE BURGESS BOYS	9780812984613	2013-04-13	3	12.0	16.0
251	Mary Higgins Clark**DADDY'S GONE A HUNTING	9781451668964	2013-04-13	1	0.0	2.0
252	Stephenie Meyer**THE HOST	9780316128650	2013-04-13	6	5.0	19.0
253	Matthew Quick**THE SILVER LININGS PLAYBOOK	9781429960236	2013-04-13	9	0.0	18.0
254	James Patterson**ALEX CROSS, RUN	9780316097529	2013-04-13	8	10.0	13.0
255	Kate Atkinson**LIFE AFTER LIFE	9780316230803	2013-04-13	2	6.0	7.0
256	David Baldacci**THE FORGOTTEN	9780446573047	2013-04-13	14	15.0	17.0
257	Rachel Van Dyken**THE BET	9780989078313	2013-04-13	2	16.0	1.0
258	Lisa Scottoline**DON'T GO	9781250025999	2013-04-13	1	0.0	5.0
259	Susanna Kearsley**THE SHADOWY HORSES	9781402258718	2013-04-13	1	0.0	20.0
260	Mitch Albom**THE MAGIC STRINGS OF FRANKIE PRESTO	9780062294418	2015-11-14	1	0.0	9.0
261	Robert Crais**THE PROMISE	9780698146280	2015-11-14	1	0.0	3.0
262	Paula Hawkins**THE GIRL ON THE TRAIN	9780698185395	2015-11-14	0	0.0	16.0
263	Joanna Wylde**REAPER'S FALL	9780698191808	2015-11-14	1	0.0	11.0
264	Vince Flynn and Kyle Mills**THE SURVIVOR	9781476783475	2015-11-14	6	8.0	12.0
265	Andy Weir**THE MARTIAN	9780553418026	2015-11-14	25	5.0	5.0
266	Michael Connelly**THE CROSSING	9780316225892	2015-11-14	2	1.0	2.0
267	James Patterson and David Ellis**THE MURDER HOUSE	9780316337977	2015-11-14	0	0.0	20.0
268	John Grisham**ROGUE LAWYER	9780385539432	2015-11-14	4	4.0	1.0
269	Nora Roberts**STARS OF FORTUNE	9780425280102	2015-11-14	2	2.0	8.0
270	Stephen King**THE BAZAAR OF BAD DREAMS	9781501111679	2015-11-14	2	3.0	6.0
271	Colleen Hoover**NOVEMBER 9	9781501110351	2015-11-14	1	0.0	10.0
272	Patricia Cornwell**DEPRAVED HEART	9780062325426	2015-11-14	0	0.0	17.0
273	Kristin Hannah**THE NIGHTINGALE	9781466850606	2015-11-14	0	0.0	19.0
274	Anthony Doerr**ALL THE LIGHT WE CANNOT SEE	9781476746586	2015-11-14	60	12.0	13.0
275	Douglas Preston and Lincoln Child**CRIMSON SHORE	9781455525935	2015-11-14	1	0.0	4.0
276	Robert Galbraith**CAREER OF EVIL	9780316349925	2015-11-14	4	7.0	14.0
277	Nicholas Sparks**SEE ME	9781455520619	2015-11-14	5	6.0	7.0
278	Isabel Allende**THE JAPANESE LOVER	9781501116971	2015-11-14	1	0.0	15.0
279	Kristen Pro**EASY MELODY	9781633500082	2015-11-14	0	0.0	18.0
280	Melody Anne**SEDUCED	9781938786853	2013-09-07	1	0.0	5.0
281	E L James**FIFTY SHADES OF GREY	9781612130293	2013-09-07	59	0.0	8.0
282	Liane Moriarty**THE HUSBAND'S SECRET	9781101636237	2013-09-07	5	2.0	2.0
283	Clive Cussler and Thomas Perry**THE MAYAN SECRETS	9781101600542	2013-09-07	1	0.0	7.0
284	Lee Child**NEVER GO BACK	9780440339373	2013-09-07	1	0.0	1.0
285	HM Ward**STRIPPED	9780985547387	2013-09-07	1	0.0	10.0
286	Orson Scott Card**ENDER'S GAME	9781429963930	2013-09-07	10	0.0	14.0
287	Lee Child**HIGH HEAT	9780345546647	2013-09-07	0	0.0	19.0
288	Sandra Brown**ENVY	9781455546473	2013-09-07	0	0.0	17.0
289	John Grisham**THE RACKETEER	9780345530578	2013-09-07	16	15.0	9.0
290	Christina Lauren**BEAUTIFUL BOMBSHELL	9781476751733	2013-09-07	0	0.0	16.0
291	M Leighton**EVERYTHING FOR US	9781101637456	2013-09-07	1	0.0	11.0
292	Christine Feehan**DARK LYCAN	9781101625927	2013-09-07	1	0.0	4.0
293	Robert Galbraith**THE CUCKOO'S CALLING	9780316206860	2013-09-07	8	4.0	6.0
294	Dan Brown**INFERNO	9780385537865	2013-09-07	17	11.0	12.0
295	Sherrilyn Kenyon**STYXX	9781250029904	2013-09-07	1	0.0	3.0
296	A S A Harrison**THE SILENT WIFE	9781101608067	2013-09-07	0	0.0	18.0
297	James Patterson and David Ellis**MISTRESS	9780316211062	2013-09-07	5	8.0	15.0
298	Jessica Sorensen**BREAKING NOVA	9781455582723	2013-09-07	0	0.0	20.0
299	Ron Carr**THE HERO	9781460317976	2013-09-07	2	1.0	13.0
300	Gillian Flynn**GONE GIRL	9780307588388	2014-04-19	73	0.0	10.0
301	Liane Moriarty**THE HUSBAND'S SECRET	9781101636237	2014-04-19	35	10.0	11.0
302	Brian McGilloway**LITTLE GIRL LOST	9780062336583	2014-04-19	4	0.0	15.0
303	Michael Ponsor**THE HANGING JUDGE	9781480441927	2014-04-19	0	0.0	19.0
304	Laurelin Paige**THE FIXED TRILOGY	9780991379644	2014-04-19	5	2.0	5.0
305	Lauren Blakely**NIGHT AFTER NIGHT	A00B00JG8FKO8	2014-04-19	0	0.0	17.0
306	Sue Monk Kidd**THE INVENTION OF WINGS	9780698175242	2014-04-19	15	13.0	13.0
307	James Patterson and Marshall Karp**NYPD RED 2	9780316211246	2014-04-19	4	4.0	4.0
